epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
174,23768.8,1.01157,0.65286,1.13126,0.78646,0.78218,0.81996,0.52474,1.31285,0.8487,1.36731,1.4365e-05,1.4365e-05,1.4365e-05
175,23884,1.00878,0.65714,1.13388,0.78517,0.78231,0.81951,0.52412,1.31163,0.8481,1.36674,1.387e-05,1.387e-05,1.387e-05
176,24013.3,1.00569,0.65599,1.12911,0.78629,0.78428,0.82146,0.52495,1.31217,0.84765,1.36723,1.3375e-05,1.3375e-05,1.3375e-05
177,24140.1,1.00909,0.65381,1.13263,0.78582,0.78226,0.82014,0.52527,1.31173,0.84784,1.36604,1.288e-05,1.288e-05,1.288e-05
178,24289.3,1.00483,0.64871,1.13082,0.78701,0.78473,0.82192,0.52563,1.31191,0.84764,1.3669,1.2385e-05,1.2385e-05,1.2385e-05
179,24406.9,1.00533,0.6554,1.13027,0.78427,0.78423,0.82175,0.52573,1.31259,0.84642,1.36817,1.189e-05,1.189e-05,1.189e-05
180,24526.8,1.00487,0.65041,1.13029,0.78387,0.78177,0.82174,0.52557,1.31299,0.84706,1.36894,1.1395e-05,1.1395e-05,1.1395e-05
181,24671,1.00754,0.64822,1.12993,0.78383,0.78094,0.8207,0.52548,1.31343,0.84533,1.37036,1.09e-05,1.09e-05,1.09e-05
182,24787.1,0.99768,0.64885,1.12454,0.78257,0.78245,0.8209,0.52584,1.31429,0.84525,1.3713,1.0405e-05,1.0405e-05,1.0405e-05
183,24915.7,1.00463,0.64651,1.13139,0.78597,0.78261,0.82186,0.52577,1.31496,0.84538,1.37238,9.91e-06,9.91e-06,9.91e-06
184,25032.2,1.00275,0.65146,1.13267,0.78539,0.78177,0.82102,0.52571,1.31564,0.84495,1.3731,9.415e-06,9.415e-06,9.415e-06
185,25169.4,0.99801,0.6469,1.12396,0.78524,0.78094,0.82172,0.52569,1.31583,0.84533,1.37305,8.92e-06,8.92e-06,8.92e-06
186,25324,0.99695,0.64461,1.12197,0.78341,0.78512,0.82324,0.52558,1.31665,0.84393,1.37645,8.425e-06,8.425e-06,8.425e-06
187,25492.1,0.99328,0.64289,1.12208,0.78267,0.78846,0.8231,0.52567,1.31637,0.8436,1.37631,7.93e-06,7.93e-06,7.93e-06
188,25620.2,0.99831,0.64516,1.12762,0.78256,0.7893,0.82306,0.52564,1.31649,0.84371,1.37737,7.435e-06,7.435e-06,7.435e-06
189,25753,0.99762,0.64366,1.11931,0.7859,0.78679,0.82318,0.5252,1.31672,0.84372,1.37721,6.94e-06,6.94e-06,6.94e-06
190,25878.1,0.99567,0.64435,1.12,0.78627,0.78679,0.82323,0.52556,1.31646,0.84323,1.37747,6.445e-06,6.445e-06,6.445e-06
191,25993.5,1.01724,0.58264,1.13323,0.78675,0.78763,0.82266,0.52469,1.31716,0.84242,1.37973,5.95e-06,5.95e-06,5.95e-06
192,26113.6,0.959,0.53447,1.09867,0.78619,0.78763,0.82192,0.52486,1.31633,0.84278,1.38005,5.455e-06,5.455e-06,5.455e-06
193,26285.2,0.93697,0.51786,1.08398,0.78578,0.78823,0.82373,0.52398,1.31622,0.84343,1.3802,4.96e-06,4.96e-06,4.96e-06
194,26533.3,0.9254,0.51221,1.078,0.78574,0.78595,0.82303,0.52386,1.31565,0.84403,1.38011,4.465e-06,4.465e-06,4.465e-06
195,26701.7,0.92001,0.50409,1.07414,0.7837,0.78766,0.82214,0.52399,1.31564,0.84414,1.38067,3.97e-06,3.97e-06,3.97e-06
196,26864.1,0.91517,0.50422,1.07506,0.78648,0.78844,0.82221,0.52378,1.31614,0.84434,1.38131,3.475e-06,3.475e-06,3.475e-06
197,27025.9,0.9111,0.50008,1.0736,0.78714,0.78841,0.82193,0.5229,1.31684,0.84444,1.38315,2.98e-06,2.98e-06,2.98e-06
198,27196.1,0.91509,0.49795,1.07219,0.78409,0.78595,0.82012,0.52281,1.31695,0.84569,1.38381,2.485e-06,2.485e-06,2.485e-06
199,27353.6,0.90909,0.49997,1.07328,0.78525,0.78679,0.82104,0.52281,1.31681,0.84555,1.38439,1.99e-06,1.99e-06,1.99e-06
200,27509.5,0.90689,0.49774,1.07129,0.7851,0.78763,0.82071,0.52192,1.31681,0.84669,1.3845,1.495e-06,1.495e-06,1.495e-06
